Title,Meta_score,Summary,User_score,GamesRelease,Descrition
ZOMBIE VIKINGS,64,loki just snatched odin's last magic eye right out of his eye-socket and hastly gangled off with it thor and the gods are too busy partying so blind as a bat odin makes a desperate move he raises four of the most fearsome zombie vikings out of norse soil - gunborg seagurd hedgy and caw-kaa! a putrid posse sent on a mission through the most epicness of worlds to retrieve the eye and make peace with their rotten pasts,7.0,Sep 1 2015,t zoink! action beat-'em-up 2d up to 4 players
CHROMAGUN VR,64,welcome to chromatec’s test lab! you’re here to test our state-of-the-art military-grade color-technology: the chromagun (patent pending)! use it to solve our meticulously designed test chambers by painting the walls and droids remember how to mix colors from pre-school? congratulations you qualify!,5.1,Feb 19 2019, pixel maniacs action shooter first-person arcadespecial controllers: move compatible playstation vr required playstation vr compatible playstation vr required no online multiplayer
MULAKA,64,explore northern mexico’s breathtaking landscapes with mulaka a 3d action-adventure game based on the rich indigenous culture of the tarahumara,7.2,Feb 27 2018,t lienzo action adventure general no online multiplayer
THE SINKING CITY,64,the sinking city is an adventure and investigation game set in an open world inspired by the universe of hp lovecraft the master of horror the half-submerged city of oakmont is gripped by supernatural forces you’re a private investigator and you have to uncover the truth of what has possessed the city… and the minds of its inhabitants,6.9,Jun 25 2019,m frogwares action adventure survival 2 players
MXGP PRO,64,create your rider and climb the ranks in career mode jump in the compound area: a bigger wider training area with different terrain conditions test your skills facing 30 different challenges: a dedicated game mode to learn step by step the best motocross techniques in the most realistic way this and much much more thanks to the new innovative pro physics,tbd,Jul 10 2018,e milestone s.r.l racing arcade automobile up to 12 players
TO LEAVE,64,to leave is a tough game every element in to leave – from its very opening all the way to its conclusion – has been crafted to challenge your skills your wits your intuition and your perceptions most importantly to leave seeks to stir interpretations although much will be indecipherable to you from the onset be assured that everything in this work is deliberate everything is relevant,6.0,Apr 24 2018,mofficial site: http://freakycreations.net/ freaky creations adventure general no online multiplayer
DEADCORE,64,deadcore is a platformer-fps blending exploration and speedrun become immersed in a futuristic and dreamlike adventure which will see you climb a huge tower born from the void and truly put your capabilities to the test will you be able to reveal the secrets that lie beneath this fog-ridden world?,tbd,Jul 14 2017,e grip games action shooter first-person arcade no online multiplayer
GRAND AGES: MEDIEVAL,64,grand ages: medieval is a real-time strategy game from gaming minds lead your people and advance through the decades by utilising construction research expansion and conquest in an area extending from scandinavia and north africa; to portugal the caucasus and the middle east rise from the humble role of a simple mayor governing a small settlement and rule over all of europe experience an exciting campaign with elaborately designed cut-scenes play by your own rules in free play or test your skills in multiplayer against up to 8 players!,6.6,Oct 13 2015,t gaming minds studios strategy real-time general up to 8 players
AQUA MOTO RACING UTOPIA,64,race through the waves of utopia make death defying stunts and get that much needed boost to pass your friends on the final stretch inspired by the classics we took a modern take on the genre with interactive waves split screen and online racing,7.4,Nov 29 2016,e zordix racing arcade other up to 8 players
BARD'S GOLD,64,bard’s gold is slower-paced than most modern platformers and takes its gameplay inspiration from late ’80s and early ’90s classics such as rick dangerous alex kidd in miracle world rainbow islands wonder boy in monster world erik and rodland it features an original soundtrack that perfectly frames the atmosphere soothes your soul and fills you with confidence as you overcome levels you once thought were unbeatable,5.8,Jun 17 2016,e erdem sen action platformer 2d
THE COMA: RECUT,64,return to the dark corridors of sehwa high in this remastered version of the cult korean horror classic you are youngho a hapless korean student who finds himself trapped in the nightmarish halls of his high school after drifting asleep during his final exam he awakes in the school at night the only problem is… he’s not alone,6.8,Sep 19 2017,t devespresso games action adventure survival no online multiplayer
NARCOSIS,64,narcosis is a survival story set at the hostile depths of the pacific ocean stranded after an accident an industrial diver takes desperate steps to surface before his oxygen - and sanity - give out,6.5,Jul 24 2018,mofficial site: http://www.narcosis-the-game.com/ honor code inc. action adventure survival no online multiplayer
TETRA'S ESCAPE,64,tetra’s escape is a platforming puzzle-game all about blocks named tetras which can turn into different tetrominos to fill holes and master puzzles,tbd,Aug 7 2018,e abx games studio puzzle action no online multiplayer
THE COUNCIL - EPISODE 5: CHECKMATE,64,checkmate is the fifth and final episode of the council's inaugural season the complete season of the council grants access to all 5 episodes as his assumptions about reality come crashing down around him louis de richet must take the final steps on deciding his path -- and the fate of the world democracies monarchies and the future of nations hang in the balance this finale brings all your decisions mistakes and victories to the fore as louis' alliances enemies and family all come together for a climatic confrontation who will win and can the de richets survive the island in the end? finish the adventure in the council episode 5: checkmate as kings fall pawns rise and the choice as always is yours,6.1,Dec 4 2018, big bad wolf adventure general no online multiplayer
SNOOKER 19,64,this is the most authentic simulation of the sport ever created with tv-style presentation and commentary true-to-life physics and advanced artificial intelligence choose from offline and online modes from quick play online match-making to global online tournaments that link in real-time with the live world snooker calendar,4.9,Apr 16 2019,e lab42 sports individual billiards 2 players no online multiplayer
STORY OF A GLADIATOR,64,you are a common man who has lost everything in the war against the roman empire you spend much of your time in the streets of rome looking for some sort of meaning in your life and wondering why the gods have spared you one day fate finally reveals itself… are you ready to accept it? the arena awaits you gladiator,tbd,Nov 26 2019,m brain seal ltd action beat-'em-up 2d no online multiplayer
INFLICTION: EXTENDED CUT,64,wander through an interactive nightmare set within a once-happy home uncover the heartbreaking mystery hidden within messages artwork and other vestiges of domestic life all while struggling to survive encounters with a relentless entity that stands in the way of finding absolution,5.8,Feb 25 2020,m caustic reality adventure 3d first-person no online multiplayer
DANGER ZONE,64,ddangerzoneanger zone is a 3d vehicular destruction game the concept is simple : crash for cash by creating the biggest car crash,6.3,May 30 2017,e10+ three fields entertainment racing general arcade automobile no online multiplayer
RESIDENT EVIL: RESISTANCE,64,welcome to raccoon city home of umbrella and its world class biomedical research capcom's project resistance is a new 1 vs 4 asymmetric online survival horror experience set in the world of resident evil unleash your inner evil as a cunning mastermind or join the fight as one of the resourceful survivors desperately trying to escape every obstacle the mastermind puts in their way! [mastermind] they secretly kidnap young people for the purpose of data gathering by forcing these youths into desperate situations the mastermind aims to gather valuable research data on how the subjects respond to fear the mastermind will not face the survivors directly instead they observe through the security cameras setting traps to prevent their escape [cameras] the mastermind can observe the survivors' actions through the security cameras placed all around the facility [cards] the mastermind can use cards to create all sorts of chaos including placing traps and vicious creatures on the map and weaponizing security cameras [creatures] the mastermind can take direct control of zombies and the tyrant to attack survivors [survivors] a group of youths with different backgrounds who were captured by umbrella for use in its experiments they only have one objective: escape survivors will need to use their unique skills effectively to cover each other and defeat the creatures together cooperation and coordination are vital to success [completing stages] by completing objectives such as obtaining specific items survivors can advance to the next area survivors will successfully escape once they complete the third area in a level [time limits and respawns] when a survivor takes too much damage they will start dying they will not be able to move freely while in this state but a nearby teammate can revive them if they fail to get help in time they will respawn but lose a chunk of time [skills] survivors each have their own special skills damage reduction healing melee attack hackinguse your skills effectively and escape together,3.8,Apr 3 2020,m capcom neobards entertainment action adventure survival up to 4 players up to 5 players
WARFRAME,64,they were called tenno warriors of blade and gun: masters of the warframe armor those that survived the old war were left drifting among the ruins now they are needed once more the grineer with their vast armies are spreading throughout the solar system a call echoes across the stars summoning the tenno to an ancient place they summon you allow the lotus to guide you she has rescued you from your cryostasis chamber and given you a chance to survive the grineer will find you; you must be prepared the lotus will teach you the ways of the warframes and the secrets to unlocking their powers come tenno you must join the war,7.2,Nov 12 2013,mofficial site: http://playwarframe.com/ digital extremes general general action shooter third-person arcade up to 8 players
SEASONS AFTER FALL,64,seasons after fall is a 2d platform-puzzler game that will let you dive into a captivating universe and explore a land governed by magic and nature as a wild fox you are sent on a perilous journey aided only by your ability to change the seasons at will manipulating a gorgeous 2d world backed by an enchanting live string quartet,6.6,May 16 2017,eofficial site: http://www.swingswingsubmarine.com/ swing swing submarine action platformer 2d
KHOLAT,64,"kholat was developed by independent studio imgnpro inspired by true events known as the ""dyatlov pass incident"" we follow the path of a group of russian students which went for an expedition in the northern ural mountains the team does not reach its goal the entire crew dies in mysterious circumstances the player is thrown into the area where the tragedy occurred years after the actual event with a chance to discover the real course of the tragedy atmosphere of anxiety is dosed based on what the player is doing making each gameplay a unique experience [imgnpro]",6.2,Mar 8 2016,t imgn.pro adventure 3d first-person
PEAKY BLINDERS: MASTERMIND,64,welcome to birmingham during the aftermath of the great war set right before the events of season one peaky blinders: mastermind lets you join the shelby family's criminal gang follow the rise of tommy as he successfully uncovers a sinister plot to put the family out of business proving himself worthy of being the true mastermind of the peaky blinders mastermind refers to tommy's ability to plan complex scenarios in his head as the player you get to exercise this power by taking control of key members of the shelby family including tommy arthur polly and more become the mastermind as you freely reset and rewind each character's path in order to tune all of their actions for perfect coordination achieve the highest mission rating by strategically utilising characters and stealth to solve increasingly complex puzzles with optimum timing,5.1,Aug 20 2020,m futurlab adventure general no online multiplayer
UNDEAD DARLINGS ~NO CURE FOR LOVE~,64,journey with a crew of half-zombie girls as you crawl through dungeons beating up twisted creatures that were born from the fall of society in fast-paced turn-based rpg combat and ultimately deliver the only known cure for what ails your party members to a place where it can be mass produced! story driven portions of the game contain a multitude of branching dialogue paths that based on the choices you make gives deeper insight into the different characters while the rpg portion of the game uses a familiar but refined turn-based battle system with unique twists both of these gameplay features are contained within a first-person perspective dungeon crawler with dungeons built like mazes and filled with traps and hidden paths,tbd,Oct 3 2020, sekai project adventure general no online multiplayer
DARKSIDERS III,64,return to an apocalyptic earth in darksiders iii a hack-n-slash action adventure where players assume the role of fury in her quest to hunt down and dispose of the seven deadly sins the most unpredictable and enigmatic of the four horsemen fury must succeed where many have failed - to bring balance to the forces that now ravage earth darksiders iii is the long-anticipated third chapter in the critically-acclaimed darksiders franchise,7.0,Nov 27 2018,m gunfire games thq nordic action adventure open-world no online multiplayer
RAINBOW SKIES,64,rainbow skies is a fantasy rpg with turn-based battles and a humorous story immerse yourself in a colorful and vibrant world filled to the brim with friends and foes murky dungeons turn-based battles towns shops and everything else your role-playing heart desires,5.8,Jun 26 2018,e10+official site: http://www.rainbow-skies.com/ sidequest studios role-playing general no online multiplayer
TRACK LAB,64,put on your playstation vr headset and enter a virtual space full of musical potential exclusive to ps vr track lab lets you easily create new beats by moving musical building blocks around in their virtual environment with an intuitive and extensive toolkit at your fingertips every genre from techno to hip-hop to rock can be mixed to make your perfect track no musical experience is required -- but if you need a helping hand to get you started evolver mode teaches you patterns and musical constructs by solving puzzles in different musical genres when you've created a masterpiece share the love and stream your performances to the world via playstation network,5.0,Aug 21 2018,e sony interactive entertainment action rhythm musicspecial controllers: move required playstation vr required no online multiplayer
WOLFENSTEIN: YOUNGBLOOD,63,wolfenstein®: youngblood is a brand-new co-op experience from machinegames the award-winning studio that developed the critically acclaimed wolfenstein® ii: the new colossus set in 1980 19 years after bj blazkowicz ignited the second american revolution wolfenstein®: youngblood introduces the next blazkowicz generation to the fight against the nazis play as one of bj's twin daughters jess and soph as you search for your missing father in nazi-occupied paris,2.6,Jul 26 2019,m machinegames action shooter first-person arcade 2 players
THE WITCH AND THE HUNDRED KNIGHT: REVIVAL EDITION,63,two powerful witches have been battling one another for over a hundred years now the swamp witch has unleashed the legendary dark knights and seeks to destroy the forest witch once and for all!,6.8,Mar 1 2016,tofficial site: http://www.nisamerica.com/games/witch100/ nippon ichi software role-playing action rpg
DEAD ISLAND: DEFINITIVE COLLECTION,63,"(also known as ""dead island: definite edition"") definitive collection contains dead island definitive edition dead island: riptide definitive edition and a brand new stand-alone 16-bit game dead island retro revenge dead island definitive edition and dead island: riptide definitive edition are fully remastered versions of dead island and dead island riptide including all released dlc and patches dead island retro revenge: a brand new stand-alone 16-bit game set in the style of a classic side-scrolling action/endless runner within the dead island universe smash heads crack skulls and slice em up with visceral melee combat and true story-based 4-player co-op in a sprawling open world just waiting for exploration enhance and develop your unique character using rpg-like elements including an xp/leveling system and unlockable skill trees collect and customize thousands of weapons ranging from simple wooden bats and fire axes to heavy rifles as you search for the makings of the ultimate zombie-slaying tool",6.5,May 31 2016,m techland miscellaneous compilation up to 4 players
NEON CHROME,63,neon chrome is a cyberpunk top-down shooter with a myriad of roguelite twists your mission is to stop the overseer oppressing the people living in the gigantic arcology [playstationcom],6.7,May 31 2016,t 10tons entertainment 10tons action shooter shoot-'em-up top-down
THIS IS THE POLICE,63,this is the police is a strategy/adventure game set in a city spiraling the drain taking the role of gritty police chief jack boyd you'll dive into a deep story of crime and intrigue will jack reach his retirement with a nice stack of bills or will he end up broken  or worse?,6.5,Mar 22 2017,m weappy studio simulation virtual virtual life career
FALLOUT 76: WASTELANDERS,63,in addition to introducing fully voiced npcs to the world of fallout 76 wastelanders brings a brand-new main questline new locations new enemies new weapons a new reputation system and much more,6.1,Apr 14 2020, bethesda game studios role-playing western-style
MOONS OF MADNESS,63,moons of madness is a first-person story-driven cosmic horror game where the scientific exploration of mars meets the supernatural dread of lovecraft as a technician stationed on mars you begin seeing and hearing things that aren’t there visions hallucinations — is that even what it is? or are you slowly descending into madness?,4.6,Mar 24 2020,m rock pocket games dreamloop games action adventure survival no online multiplayer
ASSASSIN'S CREED CHRONICLES: INDIA,63,assassin's creed chronicles: india throws you into the tension between the sikh empire and the east india company in 1841 when a master templar arrives with a mysterious item that used to belong to the assassin order arbaaz mir must discover why he's come steal back the item and protect his friends and his lover,4.3,Jan 13 2016,t ubisoft climax studios general action adventure linear
AIRHEART: TALES OF BROKEN WINGS,63,airheart follows amelia a young pilot and sky-fisherwoman who dreams of reaching the stratosphere and catching the legendary skywhale a feat that promises riches and fame through the ages skyfishing is a cutthroat business though and amelia must outmaneuver sky pirates and automated security zones to survive each perilous flight through the beautiful world of floating islands in the clouds she calls home,5.6,Jul 24 2018,e10+ blindflug studios action shooter shoot-'em-up top-down no online multiplayer
WINDLANDS,63,this is a first-person grappling hook exploration game soar through the ruins of a fallen world and discover the secrets of the ancients windlands has been developed primarily for virtual reality headsets but is also an experience for those without headsets,7.0,Oct 25 2016,e psytec games ltd adventure 3d first-personspecial controllers: playstation vr required
DYNASTY WARRIORS 8 EMPIRES,63,"dynasty warriors 8 empires centers on the chaotic lives of warriors as their critical decisions affect the rise and fall of the nations in ancient china as they gamely fight across vast plains bleak wastelands narrow ravines and immense castles players can select from 83 characters or create their own original character the visual customization available in edit mode goes further with the newly implemented ability to customize horses banners and ""normal"" officers warriors must fight against not only enemies but also the forces of nature as the changing seasons bring new elements to the more than 35 battlefields affected by seasons and the passing of time additionally the game’s custom scenario mode adds the ability to control what will happen across the vast chinese continent allowing players to adjust every last detail to form a brand new three kingdoms world [koei]",6.8,Feb 24 2015,t omega force action beat-'em-up 3d 2 players
INSANE ROBOTS,63,fight to the death in this unique card battler compete in intense one-on-one duels lead a riotous robot rebellion through randomly generated survival arenas overthrow a malevolent robot despot in the epic 15+ hour single-player campaign insane robots is card battling hacked! master the 22 token battle deck and develop your strategies in super-accessible local two-player online two-player and single-player robotic skirmishes deploy hacks and glitches in the heat of battle use all your cunning to terminate the competition climb the leaderboards and conquer the robot world battle with a collection of 46+ deliciously diverse robots in five hostile environments augment the devious droids as you go to become increasingly formidable embark on an epic journey filled with peril and twists as a decaying robot dystopia reveals itself over eight replayable tournaments trade cutting robotic insults as you fight obliterate the competition in relentless overkill,6.3,Jul 10 2018,e playniac strategy turn-based tactics 2 players
DESTINY: THE DARK BELOW,63,augment the destiny experience with a myraid of weapons armor and gear earned in new story quests and missions 3 new competitive multiplayer arenas and a new strike and raid under the surface of the moon a long-ago forgotten enemy awakens survive the true depths of the hellmouth and stop its dark army from invading earth,3.1,Dec 9 2014,t bungie sci-fi action shooter first-person arcade
MEGA MAN X LEGACY COLLECTION 2,63,mega man x legacy collection 2 includes mega man x5 x6 x7 and x8,8.9,Jul 24 2018,t capcom miscellaneous compilation no online multiplayer
ULTRACORE,63,ultracore is a run-and-gun title developed by digital illusions,tbd,Jun 23 2020, strictly limited games action platformer 2d no online multiplayer
METAL WOLF CHAOS XD,63,metal wolf chaos xd is a modernized re-release of fromsoftware's 2004 mech shooter with upgraded visual fidelity refined controls and gameplay a new save system and 4k + 16:9 support for modern displays,6.2,Aug 6 2019,t from software general arcade simulation vehicle combat no online multiplayer
TOUR DE FRANCE 2015,63,assume the role of a professional rider competing in the “grande boucle” immerse yourself in this virtual challenge and experience the high-octane adrenaline and thrills of the greatest champions in the sport today select one of the official teams participating in the tour and embark on a fabulous tour de france 2015 that will take you through holland and the cobbled routes of northern france to the summits of the mythical climbs and the legendary final on the champs-elysées [focus home],4.4,Jun 23 2015,e cyanide sports racing general individual biking
DRAGON AGE: INQUISITION - THE DESCENT,63,in dragon age: inquisition - the descent you will venture deep below the surface to discover the source of mysterious earthquakes threatening thedas,6.0,Aug 11 2015, bioware role-playing action rpg western-style
VERTICAL DROP HEROES HD,63,vertical drop heroes is a procedural platformer rpg hybrid with roguelike elements where your hero adventures through randomly generated stages armed with a variety of skills and traits you must use your cunning and reflexes to survive the dangers of each stage until you face the final boss and uncover the truth behind the game!,tbd,Feb 14 2017,e10+ digerati distribution role-playing action rpg
BATTLE PRINCESS MADELYN,63,battle princess madelyn is a game that follows the journey of a young knight in training madelyn and her ghostly pet dog fritzy they set out on a journey to save her kingdom and her family from the clutches of an evil wizard,5.0,Dec 20 2018,e10+ causal bit games action platformer 2d no online multiplayer
BEHOLDER: COMPLETE EDITION,63,you’re a government-installed landlord in a totalitarian state your job is to spy on tenants peep into their lives eavesdrop on their conversations and profile everyone to ensure laws are beyond obeyed and the state is kept happy anyone caught plotting against the state’s ever-changing laws must be reported but will you?,7.4,Jan 16 2018,t warm lamp games strategy general no online multiplayer
SUBDIVISION INFINITY DX,63,step into the cockpit of an intergalactic fighter and explore the great expanses of outer space with more than 30 engaging story missions and sidequests spanning several star systems subdivision infinity is an action-packed journey brimming with dogfights boss battles and more set against the stunning wild outer reaches of the cosmos the story begins when contractor sgt jed riddle is brought in to investigate a mining facility that has mysteriously gone radio silent a tense shootout ensues leading riddle to take a closer look into what exactly is going on and the dark secrets lurking in the shadows beyond the core narrative and exhilarating feeling of piloting a nimble spacecraft on the fringes of the galaxy subdivision infinity dx features an array of optional content to allow players to explore the stars to their hearts content while taking on bounties mining asteroids for rare minerals unlocking new ships and crafting increasingly powerful upgrades along the way,tbd,Aug 16 2019,e10+ mistfly games simulation space combat no online multiplayer
#KILLALLZOMBIES,63,in the distant future; #killallzombies is thrusting civilians into a sport of survival were a ravenous zombie population is unleashed in the name of sports entertainment with television spectators voting upon how many zombies they want to uncage to make survival all the more harder for you to accomplish with the potential of a collective horde of over 1000 zombies,6.7,Oct 28 2014,t beatshapers action shooter third-person shoot-'em-up sci-fi top-down
SHADOW BLADE: RELOAD,63,shadow blade is an action platformer set in a world where the ancient teachings of ninjas and samurai clash upon a modern landscape,6.3,May 31 2016,t dead mage action general
PONCHO,63,a robot a poncho and a journey of discovery! make your way through this world of pixelated parallax platforming to solve the ultimate puzzle: who is poncho? the world is ruined; mankind is gone and all that remains are robots but for poncho the adventure is just beginning! explore an open world full of colourful characters leaping between parallax layers to overcome obstacles and solve puzzles can you make it to the red tower meet your maker and ultimately save humanity? key features: -a 2d world with 3d thinking! use brains as well as platforming skill moving back and forth through poncho's world as well as left and right to progress -discover new challenges around every corner: platforms that move when you do areas that switch from 3d to 2d and back again shifting walls seemingly impossible ascents and much more! -gorgeous pixel graphics mix with clever gameplay and a catchy soundtrack to create a retro-style experience that's truly unique!,3.6,Nov 3 2015,e delve interactive action platformer 2d
SPACE JUNKIES,63,face off in extreme battles immersing yourself in this visceral jetpack-fueled vr arcade shooter danger is everywhere as you fly through the arenas so stay sharp as you dodge and weave through the vr battlefields,3.4,Mar 26 2019,t ubisoft montpellier action arcadespecial controllers: playstation vr required up to 4 players
ARCADE CLASSICS ANNIVERSARY COLLECTION,63,this collection includes 8 arcade masterpieces of the 80s from nemesis to haunted castle experience these konami classics in all their retro glory now enhanced with modern features,3.9,Apr 18 2019,t konami miscellaneous compilation no online multiplayer
UNBOX: NEWBIE'S ADVENTURE,63,unbox is a 90s style 3d platformer about the ultimate postal service self-delivering cardboard boxes! unbox has giant worlds full of challenges collectibles and boxy boss battles!,tbd,Jul 25 2017,e merge games action platformer 3d
SKULLY,63,on a mysterious remote island a skull washes up on shore and is reawakened by an enigmatic deity dubbed skully the newly reanimated being has been summoned to intervene in a war between the deity’s three siblings whose quarrel jeopardizes the island they call home,tbd,Aug 4 2020,e finish line games action platformer 3d no online multiplayer
FAT PRINCESS ADVENTURES,63,this new co-op adventure serves up the cheeky light-hearted humor that made the playstation 3 game what it was up to 4 friends can team up for a not-so-epic adventure to slay monsters steal loot rescue the princesses gobble cake and defeat the evil bitter queen your band of comrades will stab smash grab and grub your way through the land of great bitten with all the mischief that you would expect from a fat princess rpg,7.1,Dec 5 2015,t sce santa monica fun bits action role-playing general action rpg up to 4 players
CITIZENS OF SPACE,63,representatives of the galactic federation thank you for having me here tonight to celebrate earth’s acceptance into this noble organization! it is an absolute honor to act as the ambassador of earth a most honorable role and… what’s that? earth is… missing!?,6.7,Jun 18 2019,t sega role-playing japanese-style no online multiplayer
PANG ADVENTURES,63,a game in which players guide two brothers on a global quest to save humankind from a massive alien invasion,5.3,Apr 19 2016,e pasta games action platformer 2d
SECRET OF MANA,63,"originally released in 1993 ""secret of mana"" is by far the most popular title in the mana series this is its full 3d remake the game faithfully retells the story while adopting modern 3d graphics and controls it features a newly arranged musical score voiced characters and new content the adventure of randi primm and popoi is reborn in the new ""secret of mana"" key features: * moogle suit dlc - equippable armor that can be used in game this special piece of equipment also changes the appearance of the characters * tiger two piece dlc -equippable armor that can be used in game this special piece of equipment also changes the appearance of primm * tiger suit dlc - equippable armor that can be used in game this special piece of equipment also changes the appearance of randi and popoi * custom downloadable wallpaper (sizes: 1024 x 768 1280 x 1024 1920 x 1080 2560 x 1600) * 3d graphics - revamped visuals for the entire game; a vivid mana-filled world rebuilt in 3d! * upgraded gameplay - the original system has been reworked in an effort to realize a modern action rpg with improved gameplay",6.1,Feb 15 2018,e10+ square enix q studios role-playing action rpg no online multiplayer
MOON HUNTERS,63,moon hunters is a myth-weaving adventure for 1-4 players solving ancient mysteries and building mythologies explore a hand-painted pixel art world that's randomly generated yet rich with legends non-linear stories and secrets how will you be remembered?,6.3,Jul 19 2016,e10+ kitfox games role-playing action rpg
KUNG FU PANDA: SHOWDOWN OF LEGENDARY LEGENDS,63,it is an era of kung fu heroes warriors and most significant of all legendary legends fight alongside po tigress monkey tai lung master shifu and all of your familiar kung fu panda characters to compete in the showdown of legendary legends up to 4 players brawl in iconic locations throughout the valley of peace and beyond compete in an epic tournament in which all kung fu warriors contend for honor and glory,5.1,Dec 1 2015,e10+ vicious cycle action action adventure general fighting 2d up to 4 players
STARDUST VANGUARDS,63,stardust vanguards is a high-speed local multiplayer combat game available digitally for playstation 4 player battle it out with a sword and gun as they summon reinforcements to help them in battle player's will also have to contend with random events that occur throughout each battle pitting computer-controlled space pirates against the players and these npc pirates can also win the battle for themselves stardust vanguards is a local four-player battler where players take the role of military commanders in high-speed combat robots engaging in heated high-precision multiplayer dueling carefully hone your skills against your enemies as you slice 'em up shoot 'em down and even reflect incoming bullets with your attacks each battle becomes deceptively strategic as each player earns and summons their own personal npc army to help them win each battle the centerpiece of the game's combat is its reinforcement system as you survive and kill off enemies you'll earn rp (reinforcement points) which can be used to summon reinforcements into battle the more rp you have the bigger and badder your allies will be when you call them into battle you can fight alongside these npc reinforcements or hang back while they do the heavy lifting for you the game also includes a random event system which keeps each fight unique as computer-controlled space pirates sweep in to win the battle for themselves in dozens of predetermined assault scenarios will you briefly cooperate with your friends or will you use the chaos to your own advantage? stardust vanguards brings high-speed mecha action to fans of couch multiplayer!,4.0,Jan 19 2016,e10+ zanrai interactive action shooter shoot-'em-up top-down
8-BIT HORDES,63,from the team that brought you 8-bit armies comes a new fantasy rts as fast-paced and friendly as the original! 8-bit hordes is a colorful strategy-arcade game that is easy to learn for players of all skill levels collect resources build up and defend your base amass your army of orcs or humans and ultimately crush your opponents! 8-bit hordes features offline single-player missions two-player cooperative missions ai skirmish mode and player-vs-player multiplayer modes running on dedicated game servers,3.0,Feb 1 2019, petroglyph strategy real-time command online multiplayer
A KNIGHT'S QUEST,63,a gorgeous action adventure on an epic scale play as rusty a clumsy adventurer who accidentally sets about the end of the world solve mind-bending puzzles fight challenging enemies defeat huge bosses and platform your way through a fantastic open world,2.8,Oct 10 2019,t sky9 action adventure general open-world no online multiplayer
WE WERE HERE,63,lost in a frozen wasteland and split up from your partner inside an abandoned castle the only possession you have left is a walkie-talkie with a familiar voice on the other end can the two of you find your way out in time? we were here is the pilot episode in a series of cooperative standalone puzzle adventures two players are trapped inside an abandoned castle with player one confined to a small secluded part of the castle as player two roams the halls trying to find player one every room challenges your wits and ability to communicate clearly using only your voice are you ready to find out how well you and your friends work together? if you like living on the edge try playing it with a complete stranger!,tbd,Feb 9 2021, total mayhem games adventure 3d first-person 2 players
EXILE'S END,63,when the scion of the most powerful corporation in the galaxy goes missing on a remote mining planet a team of mercenaries is dispatched to investigate among them is jameson an old soldier with a dark past inspired by early ’90s “cinematic platformers’ exile’s end plays out as an exploration-driven side-scrolling adventure through a massive mining complex on a moody lonely alien world [playstationcom],6.3,Oct 25 2016,t magneticrealms action platformer 2d
SALARY MAN ESCAPE VR,63,salary man escape is an edgy satirical vr physics puzzle game where the player must use skill and tact to help a disgruntled salaryman escape his life,6.7,Jun 26 2018,e sony interactive entertainment red accent studios puzzle actionspecial controllers: playstation vr compatible playstation vr required playstation vr required playstation vr compatible no online multiplayer
THE ORDER: 1886,63,the order: 1886 introduces us to a unique vision of victorian-era london in which man uses advanced technology to battle a powerful and ancient enemy as galahad a member of an elite order of knights join a centuries-old war against a powerful threat that will determine the course of history in this third-person action-adventure shooter,6.7,Feb 20 2015,m ready at dawn sce santa monica general general action action adventure shooter linear third-person sci-fi arcade no online multiplayer
TRAVIS STRIKES AGAIN: NO MORE HEROES - COMPLETE EDITION,63,seven years have passed since the events of no more heroes and the bad is determined to exact his revenge on travis touchdown just like the original cult classic players will have to battle through multiple punk-rock levels and defeat over-the-top bosses,7.8,Oct 17 2019,m grasshopper manufacture action beat-'em-up 3d no online multiplayer
WHISPERING WILLOWS,63,in whispering willows the player takes on the role of elena a determined young girl with the extraordinary ability to project her spirit outside of her body in her spectral form elena can interact with the benevolent spirits and wicked wraiths that used to dwell within the walls of the sinister willows mansion - lost souls stuck in time and space who hold the secrets that elena will need to traverse the terrifying old manor players need to make use of elenas corporeal and ethereal forms to overcome obstacles solve the riddles of the mansions enigmatic specters and find elenas lost father,6.0,Jun 30 2015,t loot interactive adventure general
